Region,naics,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2020,Pct_Total,RS_2015,L_T_2006,L_T_2007,L_T_2008,L_T_2009,L_T_2010,L_T_2011,L_T_2012,L_T_2013,L_T_2014,L_T_2015,Local_Trend,N_T_2006,N_T_2007,N_T_2008,N_T_2009,N_T_2010,N_T_2011,N_T_2012,N_T_2013,N_T_2014,N_T_2015,Natl_Trend,Label,Group
Austin,115116,2,4,8,11,29,33,5,5,10,9,8,4,5.55786E-06,0.132031964,1,1,0.375,1.636363636,0.137931034,-0.848484848,0,1,-0.1,-0.111111111,-0.124063678,0.022705545,-0.043701799,0.005376344,-0.022605737,-0.073613529,0.015838926,0.050475687,0.179622642,0.088291747,0.02665099,0.012966012,Farm Management Services,1
Austin,115210,92,106,129,85,72,74,90,75,72,92,83,83,5.76628E-05,0.34684797,0.152173913,0.216981132,-0.341085271,-0.152941176,0.027777778,0.216216216,-0.166666667,-0.04,0.277777778,-0.097826087,-0.001040819,0.001175143,0.046715808,0.005158339,-0.026105583,-0.021673387,-0.027539694,0.048499735,-0.059163987,0.039839859,-0.044088647,-0.003388895,Support Activities for Animal Production,1
Austin,115310,2,2,3,3,3,3,3,3,6,3,3,3,2.0842E-06,0.020719711,0,0.5,0,0,0,0,0,1,-0.5,0,-0.012121212,-0.061344969,0.017910856,-0.143720618,-0.09254902,-0.014520311,0.029293106,-0.007242672,-0.00566475,-0.028830384,0.113145498,0.013534772,Forestry Support Activities,1
Austin,211111,662,715,953,782,774,786,870,1282,1206,1368,1327,1318,0.000921909,1.073915408,0.080060423,0.332867133,-0.179433368,-0.010230179,0.015503876,0.106870229,0.473563218,-0.059282371,0.134328358,-0.02997076,-0.00143364,0.119084652,0.64268922,-0.233816382,0.007166101,0.009902838,0.081021459,0.025823477,0.042931239,0.081618998,-0.0232206,-0.022408545,Crude Petroleum and Natural Gas Extraction,2
Austin,211112,15,17,12,35,82,38,76,12,5,180,363,31352,0.000252188,2.819207641,0.133333333,-0.294117647,1.916666667,1.342857143,-0.536585366,1,-0.842105263,-0.583333333,35,1.016666667,1.439336495,0.098455432,-0.281304006,-0.051590338,0.077446122,-0.001711413,0.015750563,0.098734177,0.170506912,-0.073490814,-0.048247167,0.008037463,Natural Gas Liquid Extraction,2
Austin,212111,0,0,0,174,187,188,273,285,284,294,318,331,0.000220925,0.842996443,NA,NA,NA,0.074712644,0.005347594,0.45212766,0.043956044,-0.003508772,0.035211268,0.081632653,0.007988722,0.07879925,0.056829431,-0.00096205,0.035756823,-0.043428264,0.035757219,-0.047116928,-0.033664187,-0.07605664,-0.059793336,-0.015215044,Bituminous Coal and Lignite Surface Mining,2
Austin,212112,0,0,0,0,0,0,0,0,0,3,3,3,2.0842E-06,0.006683692,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.0153819,0.00985919,0.054323234,0.040165139,-0.012759278,0.066824149,0.09302078,-0.053314374,-0.107201646,-0.103065222,-0.01324538,Bituminous Coal Underground Mining,2
Austin,212113,0,0,0,0,0,0,0,0,0,0,2,2,1.38946E-06,0.22669802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.050719152,0.353269537,-0.593400118,0.686956522,-0.047250859,-0.010820559,-0.160437557,-0.13897937,0.022698613,-0.05918619,-0.015902109,Anthracite Mining,2
Austin,212221,0,0,35,0,0,0,0,2,3,0,0,0,0,0,NA,NA,-1,NA,NA,NA,NA,0.5,-1,NA,0.003030303,0.015388175,0.414767548,-0.146585052,0.047281993,-0.024871587,0.042787173,0.304324708,0.007202065,-0.033998921,-0.059148045,-0.013360417,Gold Ore Mining,2
Austin,212231,0,0,0,0,0,0,0,3,3,3,3,3,2.0842E-06,0.099936987,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.093563371,0.358009709,0.278373548,-0.270884306,0.05704698,0.222222222,-0.186641929,0.033759124,-0.045454545,0.202034212,-0.016079891,Lead Ore and Zinc Ore Mining,2
Austin,212299,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,0.018181818,0.020233196,0.348235294,0.115681875,-0.060558659,-0.06018078,0.111364212,0.268503758,-0.26481149,-0.069352869,0.025977434,-0.021910022,All Other Metal Ore Mining,2
Austin,212311,187,291,207,344,325,333,313,253,313,341,391,350,0.00027164,9.002758658,0.556149733,-0.288659794,0.661835749,-0.055232558,0.024615385,-0.06006006,-0.191693291,0.23715415,0.089456869,0.146627566,-0.022159688,0.105706076,-0.015964359,-0.200716846,-0.104319094,-0.027667984,-0.043631436,-0.188438651,0.111731844,-0.078517588,0.150306748,0.007620938,Dimension Stone Mining and Quarrying,2
Austin,212312,480,587,554,517,444,411,409,479,531,511,542,551,0.000376545,1.720778412,0.222916667,-0.056218058,-0.066787004,-0.141199226,-0.074324324,-0.00486618,0.171149144,0.108559499,-0.037664783,0.060665362,0.003350588,0.025603583,0.127638032,-0.124358147,-0.079245041,-0.051263312,0.00630938,-0.063026282,0.059368192,-0.018288652,0.001159659,-0.001312857,Crushed and Broken Limestone Mining and Quarrying,2
Austin,212313,17,14,13,7,14,0,0,3,3,0,0,0,0,0,-0.176470588,-0.071428571,-0.461538462,1,-1,NA,NA,0,-1,NA,-0.027903469,0.013471992,0.010494403,-0.072120932,-0.122372839,-0.112512399,0.02347118,0.05850234,-0.115843773,-0.01050175,-0.085747978,-0.003514896,Crushed and Broken Granite Mining and Quarrying,2
Austin,212319,137,153,149,79,34,35,8,39,42,39,71,130,4.9326E-05,0.88864773,0.116788321,-0.026143791,-0.469798658,-0.569620253,0.029411765,-0.771428571,3.875,0.076923077,-0.071428571,0.820512821,0.128988825,-0.02502924,0.127159309,-0.09706258,-0.109971711,0.005827043,-0.066227781,-0.20572476,0.106692704,0.008501765,0.08318753,0.004865519,Other Crushed and Broken Stone Mining and Quarrying,2
Austin,212321,217,232,316,343,261,279,240,148,156,192,153,135,0.000106294,0.607488203,0.069124424,0.362068966,0.085443038,-0.239067055,0.068965517,-0.139784946,-0.383333333,0.054054054,0.230769231,-0.203125,-0.025259619,0.037751946,0.048950091,-0.203383189,-0.183487743,0.047494728,-0.042992715,-0.063054039,0.086326705,0.048516459,0.008353278,0.008798422,Construction Sand and Gravel Mining,2
Austin,212322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.134909597,0.034926471,-0.04973357,1.114330218,-0.580963607,0.234528833,0.154371974,0.075993092,0.036459528,0.161946903,-0.007161708,Industrial Sand Mining,2
Austin,212324,5,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054545455,0.124663978,-0.149686286,0.007730148,-0.194211994,-0.006057984,-0.01872007,-0.032386868,-0.002292526,0.012867647,0.0353902,0.004588566,Kaolin and Ball Clay Mining,2
Austin,212325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.045430393,-0.18870025,-0.142024014,-0.059176329,-0.082447939,0.05697082,0.048641543,0.042206435,0.045308741,-0.019946298,0.019705724,"Clay, Ceramic, and Refractory Minerals Mining",2
Austin,212391,0,0,0,0,0,0,0,10,10,10,3,2,2.0842E-06,0.071426683,NA,NA,NA,NA,NA,NA,NA,0,0,-0.7,-0.038181818,-0.094848485,-0.267827251,0.101966164,0.359751037,0.050350931,0.014526438,-0.005727377,0.052707373,-0.013953488,0.009711432,0.008118799,"Potash, Soda, and Borate Mineral Mining",2
Austin,212393,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054545455,0.021640091,0.080824972,-0.100051573,0.003438395,0.094231868,-0.010960334,0.042744063,-0.023279352,0.149222798,0.11902615,0.010617244,Other Chemical and Fertilizer Mineral Mining,2
Austin,212399,0,0,3,0,7,3,3,8,5,5,5,6,3.47366E-06,0.130393974,NA,NA,-1,NA,-0.571428571,0,1.666666667,-0.375,0,0,0.052705628,-0.017123994,-0.053736356,-0.143744454,-0.06865285,-0.105146036,0.137395089,0.016124624,-0.149004841,0.008217446,0.040752351,0.008637184,All Other Nonmetallic Mineral Mining,2
Austin,213111,128,239,340,340,321,275,277,598,954,659,482,369,0.000334861,0.629322278,0.8671875,0.422594142,0,-0.055882353,-0.143302181,0.007272727,1.158844765,0.595317726,-0.309224319,-0.268588771,-0.051959823,0.250792462,0.419312354,-0.142479543,-0.121819255,-0.034315373,0.219588586,0.216305761,-0.06577867,0.05718471,-0.130352736,-0.026141921,Drilling Oil and Gas Wells,2
Austin,213112,326,317,364,357,359,453,678,895,1330,1336,2391,3214,0.001661104,0.814054853,-0.027607362,0.148264984,-0.019230769,0.005602241,0.26183844,0.496688742,0.320058997,0.48603352,0.004511278,0.789670659,0.060931929,0.213003679,0.408362002,-0.017335461,-0.024042927,-0.015535669,0.154741205,0.279779077,0.07232108,0.082356814,0.022954808,-0.014923943,Support Activities for Oil and Gas Operations,2
Austin,213113,0,0,0,0,0,0,3,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-0.333333333,-1,NA,NA,-0.036363636,0.370973269,-0.025371829,0.076942806,0.118242439,-0.106378447,0.104385129,0.027621925,-0.25598488,-0.119531471,-0.123898061,-0.041446642,Support Activities for Coal Mining,2
Austin,213114,0,0,7,34,34,15,29,0,0,0,0,0,0,0,NA,NA,3.857142857,0,-0.558823529,0.933333333,-1,NA,NA,NA,-0.12602156,0.677521008,0.594865373,0.301923832,-0.010253317,0.079219988,-0.107001694,0.10085362,-0.323090178,-0.096733135,0,-0.084344543,Support Activities for Metal Mining,2
Austin,213115,2,7,25,27,14,10,10,11,15,12,13,4,9.03152E-06,0.381861756,2.5,2.571428571,0.08,-0.481481481,-0.285714286,0,0.1,0.363636364,-0.2,0.083333333,-0.228494906,0.107428303,0.293780514,-0.455947498,-0.318757539,-0.040283311,0.144833948,0.118452861,-0.087175793,0.120363062,0.02994012,0.008662371,Nonmetallic Minerals Support Activity (exc Fuels),2
Austin,221111,2,2,0,0,0,0,0,0,3,7,7,11,4.86312E-06,0.168046497,0,-1,NA,NA,NA,NA,NA,NA,1.333333333,0,0.098989899,-0.010800508,-0.148362235,-0.108974359,-0.406263225,0.362794013,-0.002353556,-0.127391874,0.084109342,-0.002216681,0.000555401,0.015527922,Hydroelectric Power Generation,2
Austin,221112,55,24,17,25,28,29,17,79,68,96,150,282,0.00010421,0.164680546,-0.563636364,-0.291666667,0.470588235,0.12,0.035714286,-0.413793103,3.647058824,-0.139240506,0.411764706,0.5625,0.134192559,-0.027515877,0.176645703,-0.128461696,-0.120799226,0.151213636,-0.00214462,-0.032070122,0.014098448,0.055095365,-0.028253178,-0.000193081,Fossil Fuel Electric Power Generation,2
Austin,221114,0,0,0,0,0,0,0,0,7,5,77,1350,5.34944E-05,4.38687479,NA,NA,NA,NA,NA,NA,NA,NA,-0.285714286,14.4,0.773333333,NA,NA,NA,NA,NA,NA,NA,NA,0.359213251,0.10053313,0.020722975,Solar Electric Power Generation ,2
Austin,221115,0,0,0,0,0,0,0,0,31,39,38,40,2.63998E-05,0.994883973,NA,NA,NA,NA,NA,NA,NA,NA,0.258064516,-0.025641026,0.00954959,NA,NA,NA,NA,NA,NA,NA,NA,-0.039254824,0.131232687,0.00549279,Wind Electric Power Generation ,2
Austin,221116,0,0,0,0,0,0,0,0,0,2,3,3,2.0842E-06,0.216239383,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.027272727,NA,NA,NA,NA,NA,NA,NA,NA,-0.053571429,-0.015586546,-0.003122903,Geothermal Electric Power Generation ,2
Austin,221118,0,0,0,0,0,0,0,0,12,5,5,4,3.47366E-06,0.147620008,NA,NA,NA,NA,NA,NA,NA,NA,-0.583333333,0,-0.024747475,NA,NA,NA,NA,NA,NA,NA,NA,-0.050403877,-0.003402518,-0.002323938,Other Electric Power Generation ,2
Austin,221121,0,0,0,637,696,728,683,690,747,830,856,885,0.000594691,4.807348813,NA,NA,NA,0.092621664,0.045977011,-0.061813187,0.010248902,0.082608696,0.111111111,0.031325301,0.006774791,-0.198066841,0.092339122,0.245184215,0.401622109,0.130304329,0.023321957,0.27348527,0.069256511,-0.064838754,0.014623499,-0.003376142,Electric Bulk Power Transmission and Control,2
Austin,221310,350,334,293,291,390,363,343,414,380,367,423,444,0.000293872,0.995229219,-0.045714286,-0.122754491,-0.006825939,0.340206186,-0.069230769,-0.055096419,0.206997085,-0.082125604,-0.034210526,0.152588556,0.0099548,-0.011512747,-0.019168163,0.050072963,-0.017520913,-0.027790104,-0.010897472,0.071873558,-0.041814659,0.020275204,-0.00313773,0.001073434,Water Supply and Irrigation Systems,2
Austin,221330,0,0,0,0,0,0,0,45,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,-0.03030303,0.098139833,-0.120327103,0.443559097,0.20101196,-0.124090387,0.049409707,0.145,-0.201965066,-0.005927953,-0.148623853,-0.028134762,Steam and Air-Conditioning Supply,2
Austin,236210,564,830,536,356,219,257,235,277,249,227,268,283,0.000186188,0.254253983,0.471631206,-0.354216867,-0.335820896,-0.384831461,0.173515982,-0.085603113,0.178723404,-0.101083032,-0.088353414,0.18061674,0.011194841,0.175553027,0.109450441,-0.190265576,-0.055085064,0.042399735,0.041756229,-0.109955315,0.077325103,0.079911379,0.044285664,-0.001305943,Industrial Building Construction,2
Austin,237120,268,473,546,2133,2068,1162,1253,894,849,1064,983,482,0.000682922,0.507443898,0.764925373,0.154334038,2.906593407,-0.030473511,-0.438104449,0.078313253,-0.28651237,-0.05033557,0.253239105,-0.07612782,-0.132809012,0.154602177,0.202253012,0.345370363,-0.100581534,-0.113351674,0.01482864,0.074898927,0.113183029,0.038262742,0.033460964,-0.016633441,Oil and Gas Pipeline and Related Structures Construction,2
Austin,237130,1000,1408,11959,12127,13444,11914,11078,701,936,1384,1405,192,0.000976098,0.624527618,0.408,7.493607955,0.014047997,0.108600643,-0.113805415,-0.070169548,-0.93672143,0.335235378,0.478632479,0.01517341,-0.32804037,0.087971381,0.04198332,-0.010914087,-0.033304281,-0.005311185,0.049731375,-0.147756828,0.208269883,0.039344629,-0.065329852,-0.003579256,Power and Communication Line and Related Structures Construction,2
Austin,237990,1201,389,524,638,412,495,646,10588,10633,10855,11090,41918,0.007704578,10.25920155,-0.676103247,0.347043702,0.217557252,-0.354231975,0.201456311,0.305050505,15.39009288,0.004250094,0.020878397,0.02164901,0.30464634,0.107444304,0.028153043,-0.253778037,-0.040602572,-0.010887599,0.012370269,0.177754109,0.055479495,-0.021051504,-0.000206654,0.005523183,Other Heavy and Civil Engineering Construction,2
Austin,311111,9,9,7,5,0,15,14,15,10,12,15,19,1.0421E-05,0.044667739,0,-0.222222222,-0.285714286,-1,NA,-0.066666667,0.071428571,-0.333333333,0.2,0.25,0.049182299,0.058900758,0.004733995,0.196320395,0.083739685,0.020723371,-0.025939897,-0.159087942,0.016455369,0.051112356,0.400397152,0.010446332,Dog and Cat Food Manufacturing,3
Austin,311119,84,84,99,98,85,122,118,88,87,90,87,81,6.04417E-05,0.243227475,0,0.178571429,-0.01010101,-0.132653061,0.435294118,-0.032786885,-0.254237288,-0.011363636,0.034482759,-0.033333333,-0.013016773,0.032133789,-0.059806583,-0.021504406,-0.00955923,-0.025447662,-0.026589816,-0.011940591,-0.001059497,0.051539558,-0.027390784,0.002046304,Other Animal Food Manufacturing,3
Austin,311211,0,0,175,0,0,0,0,0,0,5,7,9,4.86312E-06,0.037163041,NA,NA,-1,NA,NA,NA,NA,NA,NA,0.4,0.052121212,-0.007523716,0.005603164,-0.065798099,-0.010174546,0.06583961,-0.005320918,-0.018973587,0.037743887,0.086042693,0.207665558,0.01769656,Flour Milling,3
Austin,311212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.029487843,-0.037579957,0.05898643,0.153242678,-0.169387755,0.231777232,-0.017065603,0.009921082,0.113418174,-0.034289152,0.003992052,Rice Milling,3
Austin,311213,0,0,0,0,0,0,0,0,0,2,2,2,1.38946E-06,0.169856988,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-0.036194416,0.14055794,-0.187206021,0.09837963,-0.09483667,0.061699651,0.265350877,-0.203639515,0.328618063,-0.165438165,0.00441521,Malt Manufacturing,3
Austin,311221,3,2,2,2,2,2,2,3,2,3,0,0,0,0,-0.333333333,0,0,0,0,0,0.5,-0.333333333,0.5,-1,-0.016161616,0.055462185,0.02866242,0.272136223,-0.205970634,-0.125255415,-0.158724597,0.038317368,0.029415697,-0.047408754,-0.032724298,-0.011153845,Wet Corn Milling,3
Austin,311224,15,13,14,14,11,11,11,0,6,7,0,0,0,0,-0.133333333,0.076923077,0,-0.214285714,0,0,-1,NA,0.166666667,-1,-0.057751138,-0.050737022,0.154832902,-0.104842639,-0.087623816,-0.003698401,0.065620884,-1,NA,0.005800591,0.033188248,-0.014736332,Soybean and Other Oilseed Processing ,3
Austin,311225,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054545455,-0.016264231,0.105176141,0.118296893,-0.015846882,0.001568381,0.016703205,0.101755827,-0.103821062,-0.008215474,-0.079165356,-0.012742414,Fats and Oils Refining and Blending,3
Austin,311230,0,6,5,5,3,7,0,0,0,0,0,0,0,0,NA,-0.166666667,0,-0.4,1.333333333,-1,NA,NA,NA,NA,0.00020202,0.039700544,0.085533493,-0.069413735,0.127870977,0.026109161,-0.050889635,-0.053683797,-0.012814297,0.102441763,-0.048243381,-0.006132142,Breakfast Cereal Manufacturing,3
Austin,311340,119,113,118,117,120,122,121,120,123,134,146,153,0.000101431,0.590097461,-0.050420168,0.044247788,-0.008474576,0.025641026,0.016666667,-0.008196721,-0.008264463,0.025,0.089430894,0.089552239,0.009798948,-0.125200128,0.009412257,-0.097130128,0.005852315,0.064685414,0.086739887,0.111615066,-0.064351605,0.00455041,0.004435427,0.009914681,Nonchocolate Confectionery Manufacturing,3
Austin,311351,0,0,0,0,0,0,2,0,7,5,5,4,3.47366E-06,0.055734666,NA,NA,NA,NA,NA,NA,-1,NA,-0.285714286,0,-0.03030303,0.019110534,0.024424123,-0.007909605,-0.16309795,-0.027354382,0.198125087,-1,NA,0.076257516,0.057364764,-0.009324587,Chocolate and Confectionery Manufacturing from Cacao Beans ,3
Austin,311352,15,26,28,38,33,29,29,0,11,8,7,4,4.86312E-06,0.016062876,0.733333333,0.076923077,0.357142857,-0.131578947,-0.121212121,0,-1,NA,-0.272727273,-0.125,-0.087529199,-0.006354322,0.047028946,-0.036850872,-0.108471388,0.03502025,0.019301591,-1,NA,0.099884509,0.012896451,-0.011895783,Confectionery Manufacturing from Purchased Chocolate ,3
Austin,311411,0,0,0,0,0,0,0,0,0,0,2,2,1.38946E-06,0.005051822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.091644466,-0.069775503,0.107770357,-0.116070273,-0.02224629,0.003802054,-0.020339994,-0.005388456,0.037035903,0.01316372,0.008717567,"Frozen Fruit, Juice, and Vegetable Manufacturing",3
Austin,311412,741,456,453,494,517,578,443,386,379,408,382,406,0.000265388,0.546429027,-0.384615385,-0.006578947,0.090507726,0.046558704,0.117988395,-0.233564014,-0.128668172,-0.018134715,0.07651715,-0.06372549,0.012419615,0.015578366,-0.020520487,-0.006451613,0.030233208,0.071145374,-0.041648871,-0.048245469,0.029967223,-0.001599569,0.004890718,-0.000787142,Frozen Specialty Food Manufacturing,3
Austin,311421,96,113,182,54,45,203,190,180,191,217,224,198,0.00015562,0.400434716,0.177083333,0.610619469,-0.703296703,-0.166666667,3.511111111,-0.064039409,-0.052631579,0.061111111,0.136125654,0.032258065,-0.024459941,0.010035431,0.006016305,-0.038277978,-0.031537371,-0.033317299,-0.000865426,-0.007817237,0.006678452,0.013159892,0.007789095,0.002170803,Fruit and Vegetable Canning,3
Austin,311422,36,28,41,26,13,15,15,15,10,24,3,3,2.0842E-06,0.020825873,-0.222222222,0.464285714,-0.365853659,-0.5,0.153846154,0,0,-0.333333333,1.4,-0.875,0.013234882,-0.011406578,0.056770723,0.112398687,0.042271331,-0.028135652,-0.11811913,-0.063363667,-0.053760345,-0.07103742,0.022187654,-0.011090864,Specialty Canning,3
Austin,311423,0,0,156,3,3,3,2,2,0,0,0,0,0,0,NA,NA,-0.980769231,0,0,-0.333333333,0,-1,NA,NA,-0.002602953,-0.075391367,0.065811845,0.008906613,-0.044205811,0.021987869,0.023268362,0.035921434,0.110517274,0.008536725,-0.031585525,0.004503286,Dried and Dehydrated Food Manufacturing,3
Austin,311511,992,1139,1024,1021,1178,990,1018,984,961,988,783,719,0.000543975,1.188126524,0.148185484,-0.100965759,-0.002929688,0.153770813,-0.15959253,0.028282828,-0.033398821,-0.023373984,0.028095734,-0.207489879,-0.016809108,-0.013425958,-0.002300304,0.038016122,0.040591407,-0.043912533,-0.01605399,-0.051788343,0.044241483,0.010128221,-0.03390711,-0.001912028,Fluid Milk Manufacturing,3
Austin,311513,0,0,0,0,0,0,3,0,0,0,2,2,1.38946E-06,0.003359172,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,-0.018181818,-0.026450858,0.009919763,0.016233172,0.088182945,0.014596575,-0.012264305,0.010143999,-0.017343641,0.008366982,0.061364762,0.002124905,Cheese Manufacturing,3
Austin,311514,145,171,175,0,2,3,2,8,32,35,65,169,4.51576E-05,0.303123562,0.179310345,0.023391813,-1,NA,0.5,-0.333333333,3,3,0.09375,0.857142857,0.210664646,-0.007725768,0.048678356,0.015098577,-0.081253841,0.036928017,0.014967742,0.089181287,-0.019433907,0.024104273,0.071598768,0.005203545,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",3
Austin,311520,8,9,30,189,182,183,180,179,182,181,120,23,8.33678E-05,0.487397026,0.125,2.333333333,5.3,-0.037037037,0.005494505,-0.016393443,-0.005555556,0.016759777,-0.005494505,-0.337016575,-0.284082356,-0.016421319,0.107631514,-0.042989654,-0.029217148,0.019008304,0.035470347,-0.095714676,0.031139954,0.008391472,0.025835793,-0.000768175,Ice Cream and Frozen Dessert Manufacturing,3
Austin,311611,403,407,382,384,387,389,387,389,393,394,35,27,2.43156E-05,0.017826045,0.009925558,-0.061425061,0.005235602,0.0078125,0.005167959,-0.005141388,0.005167959,0.010282776,0.002544529,-0.911167513,-0.047485198,0.001995214,-0.067844014,0.024502017,0.027610952,0.017290317,-0.020195706,-0.005312486,0.014273387,-0.063245878,0.04384673,0.001342128,Animal (except Poultry) Slaughtering,3
Austin,311612,878,871,948,1072,1053,948,1037,1175,1298,1423,1430,1460,0.000993467,1.156861029,-0.007972665,0.088404133,0.130801688,-0.017723881,-0.0997151,0.093881857,0.133076181,0.104680851,0.096302003,0.004919185,0.004161847,-0.000639044,0.00499337,0.035322629,-0.028559292,0.014485473,-0.016057738,0.028408191,-0.056542899,0.010211139,-0.002025389,-0.001787401,Meat Processed from Carcasses,3
Austin,311613,70,69,72,72,133,129,128,98,140,75,136,148,9.44836E-05,1.146270509,-0.014285714,0.043478261,0,0.847222222,-0.030075188,-0.007751938,-0.234375,0.428571429,-0.464285714,0.813333333,0.017058257,-0.026271271,-0.017271334,0.142782862,0.082537083,-0.029421654,-0.100381084,-0.021565418,-0.030404408,-0.075806779,0.094981882,-0.003440443,Rendering and Meat Byproduct Processing,3
Austin,311615,39,16,15,14,14,15,17,15,19,24,23,30,1.59788E-05,0.008053756,-0.58974359,-0.0625,-0.066666667,0,0.071428571,0.133333333,-0.117647059,0.266666667,0.263157895,-0.041666667,0.052048047,0.005336975,-0.021575112,0.031080809,-0.02429291,-0.04923427,0.011033574,-0.018687141,-0.035253798,-0.007172395,0.053283867,0.001683352,Poultry Processing,3
